Date,Time,"VOC_Sensor {device=""F1"", name=""VOC_data""}","VOC_Sensor {device=""MQ135"", name=""VOC_data""}","VOC_Sensor {device=""MQ138"", name=""VOC_data""}","VOC_Sensor {device=""MQ3"", name=""VOC_data""}","VOC_Sensor {device=""MQ9"", name=""VOC_data""}"
9/21/2022,18:25:40,,922,3222,3370,1402
9/21/2022,18:26:00,,920,2585,3373,1404
9/21/2022,18:26:20,,921,3376,3367,1405
9/21/2022,18:26:40,,923,1890,3377,1403
9/21/2022,18:27:00,,926,2888,3381,1401
9/21/2022,18:27:20,,918,2076,3388,1404
9/21/2022,18:27:40,,923,3486,3378,1401
9/21/2022,18:28:00,0,924,3180,3369,1402
9/21/2022,18:28:20,,924,3034,3372,1400
9/21/2022,18:28:40,,926,2340,3388,1400
9/21/2022,18:29:00,,924,2487,3386,1403
9/21/2022,18:29:20,,918,2380,3388,1405
9/21/2022,18:29:40,,926,2461,3372,1402
9/21/2022,18:30:00,,920,3126,3393,1403
9/21/2022,18:30:20,,923,3058,3374,1395
9/21/2022,18:30:40,,928,1527,3376,1400
9/21/2022,18:31:00,,923,2693,3378,1403
9/21/2022,18:31:20,,927,3061,3373,1406
9/21/2022,18:31:40,,931,3134,3389,1414
9/21/2022,18:32:00,0,935,2052,3403,1417
9/21/2022,18:32:20,,935,2359,3409,1422
9/21/2022,18:32:40,,938,3374,3411,1421
9/21/2022,18:33:00,0,940,1917,3420,1426
9/21/2022,18:33:20,,945,2321,3424,1422
9/21/2022,18:33:40,,942,3448,3428,1422
9/21/2022,18:34:00,,939,2673,3425,1420
9/21/2022,18:34:20,,936,3691,3428,1421
9/21/2022,18:34:40,0,937,2628,3427,1419
9/21/2022,18:35:00,,939,3548,3425,1418
9/21/2022,18:35:20,,935,1905,3432,1439
9/21/2022,18:35:40,0,942,1424,3439,1418
9/21/2022,18:36:00,,939,1738,3366,1423
9/21/2022,18:36:20,,932,3275,3441,1423
9/21/2022,18:36:40,0,941,1897,3447,1416
9/21/2022,18:37:00,,943,3148,3459,1421
9/21/2022,18:37:20,,939,2677,3456,1420
9/21/2022,18:37:40,,942,2590,3456,1417
9/21/2022,18:38:00,,933,2739,3458,1413
9/21/2022,18:38:20,,935,3266,3458,1419
9/21/2022,18:38:40,,935,3763,3461,1416
9/21/2022,18:39:00,,939,2798,3458,1417
9/21/2022,18:39:20,0,935,3056,3463,1419
9/21/2022,18:39:40,,938,3695,3485,1417
9/21/2022,18:40:00,,934,2933,3488,1417
9/21/2022,18:40:20,,930,3092,3490,1419
9/21/2022,18:40:40,,932,2328,3495,1392
9/21/2022,18:41:00,0,932,2503,3497,1415
9/21/2022,18:41:20,,900,2296,3502,1407
9/21/2022,18:41:40,,934,1784,3494,1411
9/21/2022,18:42:00,,932,2059,3412,1407
9/21/2022,18:42:20,,925,2195,3509,1409
9/21/2022,18:42:40,,934,1689,3522,1412
9/21/2022,18:43:00,,933,3015,3506,1407
9/21/2022,18:43:20,,926,2047,3497,1406
9/21/2022,18:43:40,,923,2577,3505,1406
9/21/2022,18:44:00,,935,3103,3512,1410
9/21/2022,18:44:20,,932,2665,3539,1408
9/21/2022,18:44:40,,929,1606,3557,1405
9/21/2022,18:45:00,,928,1338,3540,1406
9/21/2022,18:45:20,,929,2194,3531,1407
9/21/2022,18:45:40,,917,2452,3532,1406
9/21/2022,18:46:00,0,925,3450,3531,1401
9/21/2022,18:46:20,,925,2961,3534,1402
9/21/2022,18:46:40,,924,1991,3531,1399
9/21/2022,18:47:00,,928,3156,3546,1401
9/21/2022,18:47:20,,928,2336,3540,1403
9/21/2022,18:47:40,,927,2518,3540,1402
9/21/2022,18:48:00,,930,2487,3547,1402
9/21/2022,18:48:20,0,928,2650,3545,1401
9/21/2022,18:48:40,,925,2365,3555,1384
9/21/2022,18:49:00,,930,2543,3544,1390
9/21/2022,18:49:20,,924,3320,3549,1390
9/21/2022,18:49:40,,925,3326,3570,1393
9/21/2022,18:50:00,,925,2075,3538,1390
9/21/2022,18:50:20,0,926,2925,3531,1396
9/21/2022,18:50:40,,927,3889,3527,1391
9/21/2022,18:51:00,,923,1759,3529,1392
9/21/2022,18:51:20,,926,3157,3529,1392
9/21/2022,18:51:40,0,923,2991,3522,1391
9/21/2022,18:52:00,,924,3196,3522,1394
9/21/2022,18:52:20,,925,3266,3526,1393
9/21/2022,18:52:40,,923,2638,3527,1394
9/21/2022,18:53:00,,928,2628,3524,1393
9/21/2022,18:53:20,,928,1741,3525,1393
9/21/2022,18:53:40,,924,2916,3471,1400
9/21/2022,18:54:00,,926,2140,3523,1393
9/21/2022,18:54:20,,929,2430,3534,1388
9/21/2022,18:54:40,,927,3407,3521,1391
9/21/2022,18:55:00,,928,2457,3516,1398
9/21/2022,18:55:20,,921,3545,3511,1400
9/21/2022,18:55:40,,928,3171,3521,1395
9/21/2022,18:56:00,,927,2043,3514,1386
9/21/2022,18:56:20,,925,2145,3516,1396
9/21/2022,18:56:40,,925,3179,3512,1393
9/21/2022,18:57:00,,922,2469,3506,1396
9/21/2022,18:57:20,,940,2238,3506,1394
9/21/2022,18:57:40,,927,2518,3498,1391
9/21/2022,18:58:00,,927,1589,3514,1390
9/21/2022,18:58:20,,927,2603,3503,1392
9/21/2022,18:58:40,,930,2711,3508,1392
9/21/2022,18:59:00,,931,2640,3496,1414
9/21/2022,18:59:20,,930,3127,3510,1392
9/21/2022,18:59:40,,936,2591,3495,1395
9/21/2022,19:00:00,,972,2994,3508,1393
9/21/2022,19:00:20,,931,2235,3488,1391
9/21/2022,19:00:40,,930,2691,3490,1392
9/21/2022,19:01:00,,932,2440,3484,1395
9/21/2022,19:01:20,,932,2396,3485,1389
9/21/2022,19:01:40,,933,3415,3483,1400
9/21/2022,19:02:00,,934,1393,3485,1392
9/21/2022,19:02:20,,938,2837,3529,1396
9/21/2022,19:02:40,0,936,2717,3475,1396
9/21/2022,19:03:00,,938,1447,3480,1395
9/21/2022,19:03:20,,936,2127,3467,1397
9/21/2022,19:03:40,,934,2226,3467,1395
9/21/2022,19:04:00,0,939,3633,3464,1392
9/21/2022,19:04:20,,942,3114,3471,1402
9/21/2022,19:04:40,,943,2522,3469,1399
9/21/2022,19:05:00,,942,1471,3478,1391
9/21/2022,19:05:20,,944,2560,3474,1406
9/21/2022,19:05:40,,942,2200,3458,1406
9/21/2022,19:06:00,,944,2050,3469,1403
9/21/2022,19:06:20,,948,3477,3463,1402
9/21/2022,19:06:40,,951,2776,3455,1405
9/21/2022,19:07:00,,945,2519,3465,1401
9/21/2022,19:07:20,,944,1249,3455,1396
9/21/2022,19:07:40,,949,3159,3456,1407
9/21/2022,19:08:00,,949,3017,3464,1405
9/21/2022,19:08:20,,947,3031,3437,1405
9/21/2022,19:08:40,,953,2733,3460,1407
9/21/2022,19:09:00,,951,2243,3447,1405
9/21/2022,19:09:20,,949,2691,3437,1403
9/21/2022,19:09:40,,952,2961,3438,1406
9/21/2022,19:10:00,,952,3212,3446,1406
9/21/2022,19:10:20,,954,2341,3424,1411
9/21/2022,19:10:40,,954,1621,3438,1403
9/21/2022,19:11:00,,958,2614,3422,1405
9/21/2022,19:11:20,,957,2947,3434,1412
9/21/2022,19:11:40,,992,2090,3444,1408
9/21/2022,19:12:00,,957,2597,3430,1412
9/21/2022,19:12:20,,967,2975,3409,1409
9/21/2022,19:12:40,,959,2946,3419,1398
9/21/2022,19:13:00,,959,2624,3422,1399
9/21/2022,19:13:20,,958,1905,3415,1412
9/21/2022,19:13:40,,958,1569,3422,1410
9/21/2022,19:14:00,,960,2293,3413,1412
9/21/2022,19:14:20,,964,2704,3404,1414
9/21/2022,19:14:40,,960,800,3417,1414
9/21/2022,19:15:00,,959,2990,3410,1411
9/21/2022,19:15:20,,960,2340,3407,1411
9/21/2022,19:15:40,,964,3762,3407,1407
9/21/2022,19:16:00,,1032,3715,3402,1409
9/21/2022,19:16:20,,961,3125,3400,1402
9/21/2022,19:16:40,,963,2489,3398,1411
9/21/2022,19:17:00,,965,1885,3387,1408
9/21/2022,19:17:20,,961,3024,3382,1409
9/21/2022,19:17:40,,962,1762,3380,1411
9/21/2022,19:18:00,0,962,2714,3381,1405
9/21/2022,19:18:20,,959,3074,3381,1405
9/21/2022,19:18:40,,960,2065,3376,1408
9/21/2022,19:19:00,0,960,2418,3372,1408
9/21/2022,19:19:20,,961,4095,3372,1410
9/21/2022,19:19:40,,964,2998,3385,1405
9/21/2022,19:20:00,,960,2365,3373,1404
9/21/2022,19:20:20,,953,2886,3367,1406
9/21/2022,19:20:40,,958,2116,3356,1394
9/21/2022,19:21:00,0,959,1563,3352,1399
9/21/2022,19:21:20,,952,2371,3348,1397
9/21/2022,19:21:40,,955,2874,3347,1483
9/21/2022,19:22:00,,938,3225,3337,1395
9/21/2022,19:22:20,,951,3610,3340,1404
9/21/2022,19:22:40,,947,3328,3327,1393
9/21/2022,19:23:00,,947,1273,3331,1394
9/21/2022,19:23:20,,944,2906,3328,1391
9/21/2022,19:23:40,,946,2925,3319,1375
9/21/2022,19:24:00,,943,2372,3317,1385
9/21/2022,19:24:20,,936,2252,3306,1381
9/21/2022,19:24:40,,940,1559,3314,1382
9/21/2022,19:25:00,,933,2865,3306,1381
9/21/2022,19:25:20,,929,1543,3308,1378
9/21/2022,19:25:40,,934,2639,3295,1352
9/21/2022,19:26:00,,927,2684,3290,1376
9/21/2022,19:26:20,,926,2157,3290,1378
9/21/2022,19:26:40,0,924,2603,3290,1370
9/21/2022,19:27:00,,919,2524,3280,1366
9/21/2022,19:27:20,,919,2983,3275,1366
9/21/2022,19:27:40,,916,2519,3276,1362
9/21/2022,19:28:00,,917,2901,3262,1365
9/21/2022,19:28:20,,913,2177,3264,1360
9/21/2022,19:28:40,,914,2319,3258,1360
9/21/2022,19:29:00,,910,2810,3259,1360
9/21/2022,19:29:20,,932,2484,3258,1356
9/21/2022,19:29:40,,916,1382,3261,1336
9/21/2022,19:30:00,,906,3019,3255,1350
9/21/2022,19:30:20,,911,2817,3249,1348
9/21/2022,19:30:40,,907,1673,3251,1348
9/21/2022,19:31:00,,904,3002,3238,1348
9/21/2022,19:31:20,,902,3250,3246,1347
9/21/2022,19:31:40,,904,2193,3230,1348
9/21/2022,19:32:00,,899,2223,3239,1343
9/21/2022,19:32:20,,907,1920,3181,1343
9/21/2022,19:32:40,,902,2838,3232,1343
9/21/2022,19:33:00,0,900,3075,3229,1343
9/21/2022,19:33:20,,894,3120,3231,1339
9/21/2022,19:33:40,,899,2553,3227,1339
9/21/2022,19:34:00,,889,3431,3219,1336
9/21/2022,19:34:20,,892,3387,3221,1338
9/21/2022,19:34:40,,895,2285,3217,1335
9/21/2022,19:35:00,,880,884,3211,1336
9/21/2022,19:35:20,,892,2784,3215,1337
9/21/2022,19:35:40,,888,2035,3213,1329
9/21/2022,19:36:00,,890,2883,3209,1330
9/21/2022,19:36:20,,884,2581,3209,1332
9/21/2022,19:36:40,,892,2822,3207,1330
9/21/2022,19:37:00,,887,2877,3207,1329
9/21/2022,19:37:20,,883,2175,3201,1331
9/21/2022,19:37:40,0,883,2079,3207,1326
9/21/2022,19:38:00,,886,1309,3204,1328
9/21/2022,19:38:20,,884,281,3207,1328
9/21/2022,19:38:40,,885,2770,3202,1328
